B1,4446,14.020800000000001,8.8392,0.0
A2,4419,6.096,17.145,0.0
A3,4426,6.096,25.4508,0.0
A4,4433,6.096,33.7566,0.0
A5,4440,6.096,42.0624,0.0
B1,4446,14.020800000000001,8.8392,0.0
B2,4453,14.020800000000001,17.145,0.0
B3,4460,14.020800000000001,25.4508,0.0
B4,4467,14.020800000000001,33.7566,0.0
B5,4474,14.020800000000001,42.0624,0.0
C1,4481,22.86,8.8392,0.0
C2,4488,22.86,17.145,0.0
C3,4495,22.86,25.4508,0.0
C4,4502,22.86,33.7566,0.0
C5,4509,22.86,42.0624,0.0
D1,4516,31.699199999999998,8.8392,0.0
D2,4523,31.699199999999998,17.145,0.0
D3,4530,31.699199999999998,25.4508,0.0
D4,4537,31.699199999999998,33.7566,0.0
D5,4544,31.699199999999998,42.0624,0.0
G1,4551,41.147999999999996,8.8392,0.0
G2,4558,41.147999999999996,17.145,0.0
G3,4565,41.147999999999996,25.4508,0.0
G4,4572,41.147999999999996,33.7566,0.0
G5,4579,41.147999999999996,42.0624,0.0
F1,4586,48.767999999999994,8.8392,0.0
F2,4593,48.767999999999994,17.145,0.0
F3,4600,48.767999999999994,25.4508,0.0
F4,4607,48.767999999999994,33.7566,0.0
F5,4614,48.767999999999994,42.0624,0.0
