0.7228953342916232, 'G5', 'SLS04_b', -1167262.335376976
0.7046188700438292, 'G4', 'SLS02_a', -1137751.246664225
0.7604729544437366, 'G3', 'SLS02_a', -1227939.0870116325
0.7778856485358089, 'G2', 'SLS02_a', -1256055.4421836217
0.9270197638423449, 'G1', 'SLS02_a', -1496862.96639827
0.329537687900829, 'A1', 'SLS04_a', -356203.1775120634
0.879733610613843, 'A3', 'SLS02_a', -950919.7854149991
0.5965146755248367, 'A2', 'SLS02_a', -644783.3757893821
0.8631791782972609, 'A5', 'SLS04_b', -933025.8036047926
0.8158098914713575, 'A4', 'SLS02_a', -881823.4947236764
0.9917707505977036, 'C3', 'SLS02_a', -1750308.7210584097
0.9873174433583501, 'C2', 'SLS02_a', -1742449.3820993856
0.9928124138883146, 'C1', 'SLS02_a', -1460674.5993240264
0.9406124418057693, 'C5', 'SLS02_a', -1660022.9025069373
0.9925165482485854, 'C4', 'SLS02_a', -1751624.9285909433
0.8174615345143347, 'F1', 'SLS02_a', -1090875.043472619
0.7473525765053582, 'F2', 'SLS02_a', -997316.9867485189
0.7582552222746081, 'F3', 'SLS02_a', -1011866.2024306525
0.7533382332287881, 'F4', 'SLS02_a', -1005304.6452042321
0.5559543556312919, 'F5', 'SLS04_b', -741902.4703448509
0.8039508165761559, 'B4', 'SLS02_a', -968243.0121428568
0.8073332103280777, 'B5', 'SLS04_b', -972316.6184469855
0.35664798190962177, 'B1', 'SLS02_a', -429531.1468797195
0.5569730885263843, 'B2', 'SLS02_a', -670793.8965893338
0.8557723564223996, 'B3', 'SLS02_a', -1030654.5960358811
1.0200377750758272, 'D4', 'SLS04_a', -1960137.0040763228
0.956836379592349, 'D5', 'SLS04_a', -1838687.1940560823
1.0147682857157028, 'D2', 'SLS04_a', -1950010.9858643028
1.0195062176109895, 'D3', 'SLS04_a', -1959115.5463596769
1.0206915304221735, 'D1', 'SLS02_a', -1648115.1876122877
